,reln_id,reln_type,startNode,endNode,reln_prop_id,reln_contrast_id,reln_task_id,reln_disorder
8191,42288,PREDICATE,27454,23750,,,,
8192,42294,PREDICATE_DEF,27455,25954,,,,
8193,42293,SUBJECT,27455,25505,,,,
8194,42292,PREDICATE,27455,23750,,,,
8195,42297,SUBJECT,27456,25743,,,,
8196,42296,PREDICATE,27456,25748,,,,
8197,42302,PREDICATE_DEF,27457,25959,,,,
8198,42301,SUBJECT,27457,25504,,,,
8199,42300,PREDICATE,27457,23750,,,,
8200,42307,PREDICATE_DEF,27458,25950,,,,
8201,42306,SUBJECT,27458,25256,,,,
8202,42305,PREDICATE,27458,23750,,,,
8203,42311,PREDICATE_DEF,27459,25951,,,,
8204,42310,SUBJECT,27459,25256,,,,
8205,42309,PREDICATE,27459,23750,,,,
8206,42315,PREDICATE_DEF,27460,25952,,,,
8207,42314,SUBJECT,27460,25256,,,,
8208,42313,PREDICATE,27460,23750,,,,
8209,42319,PREDICATE_DEF,27461,25953,,,,
8210,42318,SUBJECT,27461,25256,,,,
8211,42317,PREDICATE,27461,23750,,,,
8212,42323,PREDICATE_DEF,27462,25954,,,,
8213,42322,SUBJECT,27462,25256,,,,
8214,42321,PREDICATE,27462,23750,,,,
8215,42327,PREDICATE_DEF,27463,25956,,,,
8216,42326,SUBJECT,27463,25256,,,,
8217,42325,PREDICATE,27463,23750,,,,
8218,42331,PREDICATE_DEF,27464,25957,,,,
8219,42330,SUBJECT,27464,25256,,,,
8220,42329,PREDICATE,27464,23750,,,,
8221,42334,SUBJECT,27465,23657,,,,
8222,42333,PREDICATE,27465,23833,,,,
8223,42337,SUBJECT,27466,23751,,,,
8224,42336,PREDICATE,27466,23877,,,,
8225,42342,PREDICATE_DEF,27467,25960,,,,
8226,42341,SUBJECT,27467,25508,,,,
8227,42340,PREDICATE,27467,23751,,,,
8228,42345,SUBJECT,27468,25508,,,,
8229,42344,PREDICATE,27468,25503,,,,
8230,42350,PREDICATE_DEF,27469,25961,,,,
8231,42349,SUBJECT,27469,25325,,,,
8232,42348,PREDICATE,27469,23752,,,,
8233,42355,PREDICATE_DEF,27470,25961,,,,
8234,42354,SUBJECT,27470,25549,,,,
8235,42353,PREDICATE,27470,23752,,,,
8236,42360,PREDICATE_DEF,27471,25963,,,,
8237,42359,SUBJECT,27471,25152,,,,
8238,42358,PREDICATE,27471,23753,,,,
8239,42364,PREDICATE_DEF,27472,25965,,,,
8240,42363,SUBJECT,27472,25152,,,,
8241,42362,PREDICATE,27472,23753,,,,
8242,42369,PREDICATE_DEF,27473,25963,,,,
8243,42368,SUBJECT,27473,25584,,,,
8244,42367,PREDICATE,27473,23753,,,,
8245,42373,PREDICATE_DEF,27474,25964,,,,
8246,42372,SUBJECT,27474,25584,,,,
8247,42371,PREDICATE,27474,23753,,,,
8248,42377,PREDICATE_DEF,27475,25965,,,,
8249,42376,SUBJECT,27475,25584,,,,
8250,42375,PREDICATE,27475,23753,,,,
8251,42381,PREDICATE_DEF,27476,25966,,,,
8252,42380,SUBJECT,27476,25584,,,,
8253,42379,PREDICATE,27476,23753,,,,
8254,42386,PREDICATE_DEF,27477,25964,,,,
8255,42385,SUBJECT,27477,25429,,,,
8256,42384,PREDICATE,27477,23753,,,,
8257,42391,PREDICATE_DEF,27478,25963,,,,
8258,42390,SUBJECT,27478,25593,,,,
8259,42389,PREDICATE,27478,23753,,,,
8260,42396,PREDICATE_DEF,27479,25967,,,,
8261,42395,SUBJECT,27479,25245,,,,
8262,42394,PREDICATE,27479,23754,,,,
8263,42400,PREDICATE_DEF,27480,25968,,,,
8264,42399,SUBJECT,27480,25245,,,,
8265,42398,PREDICATE,27480,23754,,,,
8266,42404,PREDICATE_DEF,27481,25969,,,,
8267,42403,SUBJECT,27481,25245,,,,
8268,42402,PREDICATE,27481,23754,,,,
8269,42409,PREDICATE_DEF,27482,25970,,,,
8270,42408,SUBJECT,27482,25528,,,,
8271,42407,PREDICATE,27482,23838,,,,
8272,42414,PREDICATE_DEF,27483,25971,,,,
8273,42413,SUBJECT,27483,25598,,,,
8274,42412,PREDICATE,27483,23838,,,,
8275,42419,PREDICATE_DEF,27484,25972,,,,
8276,42418,SUBJECT,27484,25443,,,,
8277,42417,PREDICATE,27484,23755,,,,
8278,42424,PREDICATE_DEF,27485,25972,,,,
8279,42423,SUBJECT,27485,25444,,,,
8280,42422,PREDICATE,27485,23755,,,,
8281,42429,PREDICATE_DEF,27486,25972,,,,
8282,42428,SUBJECT,27486,25556,,,,
8283,42427,PREDICATE,27486,23755,,,,
8284,42434,PREDICATE_DEF,27487,25908,,,,
8285,42433,SUBJECT,27487,25305,,,,
8286,42432,PREDICATE,27487,23660,,,,
8287,42439,PREDICATE_DEF,27488,25973,,,,
8288,42438,SUBJECT,27488,25425,,,,
8289,42437,PREDICATE,27488,23756,,,,
8290,42444,PREDICATE_DEF,27489,25974,,,,
8291,42443,SUBJECT,27489,25424,,,,
8292,42442,PREDICATE,27489,23756,,,,
8293,42449,PREDICATE_DEF,27490,25973,,,,
8294,42448,SUBJECT,27490,25525,,,,
8295,42447,PREDICATE,27490,23756,,,,
8296,42453,PREDICATE_DEF,27491,25974,,,,
8297,42452,SUBJECT,27491,25525,,,,
8298,42451,PREDICATE,27491,23756,,,,
8299,42457,PREDICATE_DEF,27492,25975,,,,
8300,42456,SUBJECT,27492,25525,,,,
8301,42455,PREDICATE,27492,23756,,,,
8302,42461,PREDICATE_DEF,27493,25976,,,,
8303,42460,SUBJECT,27493,25525,,,,
8304,42459,PREDICATE,27493,23756,,,,
8305,42466,PREDICATE_DEF,27498,25978,,,,
8306,42465,SUBJECT,27498,25294,,,,
8307,42464,PREDICATE,27498,23745,,,,
8308,42471,PREDICATE_DEF,27499,25979,,,,
8309,42470,SUBJECT,27499,25528,,,,
8310,42469,PREDICATE,27499,23844,,,,
8311,42474,SUBJECT,27500,23838,,,,
8312,42473,PREDICATE,27500,23844,,,,
8313,42479,PREDICATE_DEF,27501,25984,,,,
8314,42478,SUBJECT,27501,25094,,,,
8315,42477,PREDICATE,27501,23680,,,,
8316,42484,PREDICATE_DEF,27502,25981,,,,
8317,42483,SUBJECT,27502,25375,,,,
8318,42482,PREDICATE,27502,23680,,,,
8319,42488,PREDICATE_DEF,27504,25983,,,,
8320,42487,SUBJECT,27504,25375,,,,
8321,42486,PREDICATE,27504,23680,,,,
8322,42492,PREDICATE_DEF,27505,25984,,,,
8323,42491,SUBJECT,27505,25375,,,,
8324,42490,PREDICATE,27505,23680,,,,
8325,42498,PREDICATE_DEF,27508,25983,,,,
8326,42497,SUBJECT,27508,25127,,,,
8327,42496,PREDICATE,27508,23680,,,,
8328,42502,PREDICATE_DEF,27509,25984,,,,
8329,42501,SUBJECT,27509,25127,,,,
8330,42500,PREDICATE,27509,23680,,,,
8331,42507,PREDICATE_DEF,27510,25985,,,,
8332,42506,SUBJECT,27510,25482,,,,
8333,42505,PREDICATE,27510,23757,,,,
8334,42511,PREDICATE_DEF,27511,25987,,,,
8335,42510,SUBJECT,27511,25482,,,,
8336,42509,PREDICATE,27511,23757,,,,
8337,42515,PREDICATE_DEF,27512,25993,,,,
8338,42514,SUBJECT,27512,25482,,,,
8339,42513,PREDICATE,27512,23757,,,,
8340,42520,PREDICATE_DEF,27513,25988,,,,
8341,42519,SUBJECT,27513,25319,,,,
8342,42518,PREDICATE,27513,23757,,,,
8343,42524,PREDICATE_DEF,27514,25992,,,,
8344,42523,SUBJECT,27514,25319,,,,
8345,42522,PREDICATE,27514,23757,,,,
8346,42529,PREDICATE_DEF,27515,25985,,,,
8347,42528,SUBJECT,27515,25327,,,,
8348,42527,PREDICATE,27515,23757,,,,
8349,42533,PREDICATE_DEF,27516,25987,,,,
8350,42532,SUBJECT,27516,25327,,,,
8351,42531,PREDICATE,27516,23757,,,,
8352,42537,PREDICATE_DEF,27517,25989,,,,
8353,42536,SUBJECT,27517,25327,,,,
8354,42535,PREDICATE,27517,23757,,,,
8355,42541,PREDICATE_DEF,27518,25990,,,,
8356,42540,SUBJECT,27518,25327,,,,
8357,42539,PREDICATE,27518,23757,,,,
8358,42545,PREDICATE_DEF,27519,25993,,,,
8359,42544,SUBJECT,27519,25327,,,,
8360,42543,PREDICATE,27519,23757,,,,
8361,42550,PREDICATE_DEF,27520,25992,,,,
8362,42549,SUBJECT,27520,25442,,,,
8363,42548,PREDICATE,27520,23757,,,,
8364,42555,PREDICATE_DEF,27521,25987,,,,
8365,42554,SUBJECT,27521,25557,,,,
8366,42553,PREDICATE,27521,23757,,,,
8367,42559,PREDICATE_DEF,27522,25993,,,,
8368,42558,SUBJECT,27522,25557,,,,
8369,42557,PREDICATE,27522,23757,,,,
8370,42564,PREDICATE_DEF,27523,25987,,,,
8371,42563,SUBJECT,27523,25513,,,,
8372,42562,PREDICATE,27523,23757,,,,
8373,42569,PREDICATE_DEF,27524,25988,,,,
8374,42568,SUBJECT,27524,25469,,,,
8375,42567,PREDICATE,27524,23757,,,,
8376,42574,PREDICATE_DEF,27526,25994,,,,
8377,42573,SUBJECT,27526,25159,,,,
8378,42572,PREDICATE,27526,23758,,,,
8379,42577,SUBJECT,27527,23660,,,,
8380,42576,PREDICATE,27527,23818,,,,
8381,42580,SUBJECT,27528,23654,,,,
8382,42579,PREDICATE,27528,23818,,,,
8383,42582,SUBJECT,27529,23654,,,,
8384,42581,PREDICATE,27529,23818,,,,
8385,42587,PREDICATE_DEF,27530,25930,,,,
8386,42586,SUBJECT,27530,25803,,,,
8387,42585,PREDICATE,27530,23739,,,,
8388,42592,SUBJECT,27533,25424,,,,
8389,42591,PREDICATE,27533,25293,,,,
8390,42598,PREDICATE_DEF,27535,25883,,,,
8391,42597,SUBJECT,27535,25521,,,,
8392,42596,PREDICATE,27535,23655,,,,
8393,42603,PREDICATE_DEF,27536,25999,,,,
8394,42602,SUBJECT,27536,25515,,,,
8395,42601,PREDICATE,27536,23759,,,,
8396,42608,PREDICATE_DEF,27537,25997,,,,
8397,42607,SUBJECT,27537,25247,,,,
8398,42606,PREDICATE,27537,23759,,,,
8399,42613,PREDICATE_DEF,27538,25998,,,,
8400,42612,SUBJECT,27538,25567,,,,
8401,42611,PREDICATE,27538,23759,,,,
8402,42616,SUBJECT,27539,23682,,,,
8403,42615,PREDICATE,27539,23759,,,,
8404,42621,PREDICATE_DEF,27540,26000,,,,
8405,42620,SUBJECT,27540,25515,,,,
8406,42619,PREDICATE,27540,23682,,,,
8407,42626,PREDICATE_DEF,27541,26002,,,,
8408,42625,SUBJECT,27541,25567,,,,
8409,42624,PREDICATE,27541,23682,,,,
8410,42631,PREDICATE_DEF,27542,26003,,,,
8411,42630,SUBJECT,27542,25528,,,,
8412,42629,PREDICATE,27542,23760,,,,
8413,42636,PREDICATE_DEF,27543,26005,,,,
8414,42635,SUBJECT,27543,25431,,,,
8415,42634,PREDICATE,27543,23760,,,,
8416,42641,PREDICATE_DEF,27544,26004,,,,
8417,42640,SUBJECT,27544,25598,,,,
8418,42639,PREDICATE,27544,23760,,,,
8419,42644,SUBJECT,27545,23838,,,,
8420,42643,PREDICATE,27545,23779,,,,
8421,42649,PREDICATE_DEF,27546,26008,,,,
8422,42648,SUBJECT,27546,25488,,,,
8423,42647,PREDICATE,27546,23683,,,,
8424,42653,PREDICATE_DEF,27547,26009,,,,
8425,42652,SUBJECT,27547,25488,,,,
8426,42651,PREDICATE,27547,23683,,,,
8427,42658,PREDICATE_DEF,27548,26006,,,,
8428,42657,SUBJECT,27548,25202,,,,
8429,42656,PREDICATE,27548,23683,,,,
8430,42663,PREDICATE_DEF,27549,26010,,,,
8431,42662,SUBJECT,27549,25183,,,,
8432,42661,PREDICATE,27549,23684,,,,
8433,42668,PREDICATE_DEF,27550,26010,,,,
8434,42667,SUBJECT,27550,25329,,,,
8435,42666,PREDICATE,27550,23684,,,,
8436,42672,PREDICATE_DEF,27551,26011,,,,
8437,42671,SUBJECT,27551,25329,,,,
8438,42670,PREDICATE,27551,23684,,,,
8439,42677,PREDICATE_DEF,27552,26010,,,,
8440,42676,SUBJECT,27552,25330,,,,
8441,42675,PREDICATE,27552,23684,,,,
8442,42681,PREDICATE_DEF,27553,26011,,,,
8443,42680,SUBJECT,27553,25330,,,,
8444,42679,PREDICATE,27553,23684,,,,
8445,42686,PREDICATE_DEF,27556,26010,,,,
8446,42685,SUBJECT,27556,25169,,,,
8447,42684,PREDICATE,27556,23684,,,,
8448,42691,PREDICATE_DEF,27557,26010,,,,
8449,42690,SUBJECT,27557,25208,,,,
8450,42689,PREDICATE,27557,23684,,,,
8451,42695,PREDICATE_DEF,27558,26011,,,,
8452,42694,SUBJECT,27558,25208,,,,
8453,42693,PREDICATE,27558,23684,,,,
8454,42700,PREDICATE_DEF,27559,26010,,,,
8455,42699,SUBJECT,27559,25417,,,,
8456,42698,PREDICATE,27559,23684,,,,
8457,42704,PREDICATE_DEF,27560,26011,,,,
8458,42703,SUBJECT,27560,25417,,,,
8459,42702,PREDICATE,27560,23684,,,,
8460,42707,SUBJECT,27561,23761,,,,
8461,42706,PREDICATE,27561,23816,,,,
8462,42712,PREDICATE_DEF,27562,26012,,,,
8463,42711,SUBJECT,27562,25585,,,,
8464,42710,PREDICATE,27562,23761,,,,
8465,42717,PREDICATE_DEF,27563,26012,,,,
8466,42716,SUBJECT,27563,25264,,,,
8467,42715,PREDICATE,27563,23761,,,,
8468,42722,PREDICATE_DEF,27564,26012,,,,
8469,42721,SUBJECT,27564,25570,,,,
8470,42720,PREDICATE,27564,23761,,,,
8471,42727,PREDICATE_DEF,27565,26012,,,,
8472,42726,SUBJECT,27565,25593,,,,
8473,42725,PREDICATE,27565,23761,,,,
8474,42732,PREDICATE_DEF,27566,26012,,,,
8475,42731,SUBJECT,27566,25517,,,,
8476,42730,PREDICATE,27566,23761,,,,
8477,42737,PREDICATE_DEF,27567,25891,,,,
8478,42736,SUBJECT,27567,25570,,,,
8479,42735,PREDICATE,27567,23762,,,,
8480,42740,PREDICATE_DEF,27568,25891,,,,
8481,42739,SUBJECT,27568,25517,,,,
8482,42738,PREDICATE,27568,23762,,,,
8483,42745,PREDICATE_DEF,27569,26013,,,,
8484,42744,SUBJECT,27569,25584,,,,
8485,42743,PREDICATE,27569,23763,,,,
8486,42750,PREDICATE_DEF,27570,26015,,,,
8487,42749,SUBJECT,27570,25528,,,,
8488,42748,PREDICATE,27570,23843,,,,
8489,42755,PREDICATE_DEF,27571,25940,,,,
8490,42754,SUBJECT,27571,25517,,,,
8491,42753,PREDICATE,27571,23764,,,,
8492,42759,PREDICATE_DEF,27572,25941,,,,
8493,42758,SUBJECT,27572,25517,,,,
8494,42757,PREDICATE,27572,23764,,,,
8495,42762,SUBJECT,27573,23765,,,,
8496,42761,PREDICATE,27573,23833,,,,
8497,42767,PREDICATE_DEF,27574,26018,,,,
8498,42766,SUBJECT,27574,25349,,,,
8499,42765,PREDICATE,27574,23765,,,,
8500,42772,PREDICATE_DEF,27575,26016,,,,
8501,42771,SUBJECT,27575,25517,,,,
8502,42770,PREDICATE,27575,23765,,,,
8503,42777,PREDICATE_DEF,27576,26016,,,,
8504,42776,SUBJECT,27576,25561,,,,
8505,42775,PREDICATE,27576,23765,,,,
8506,42781,PREDICATE_DEF,27577,26017,,,,
8507,42780,SUBJECT,27577,25561,,,,
8508,42779,PREDICATE,27577,23765,,,,
8509,42786,PREDICATE_DEF,27578,26017,,,,
8510,42785,SUBJECT,27578,25584,,,,
8511,42784,PREDICATE,27578,23765,,,,
8512,42789,SUBJECT,27579,25847,,,,
8513,42788,PREDICATE,27579,25376,,,,
8514,42792,SUBJECT,27580,25848,,,,
8515,42791,PREDICATE,27580,25792,,,,
8516,42795,SUBJECT,27581,25528,,,,
8517,42794,PREDICATE,27581,25792,,,,
8518,42800,PREDICATE_DEF,27582,26019,,,,
8519,42799,SUBJECT,27582,25106,,,,
8520,42798,PREDICATE,27582,23685,,,,
8521,42805,PREDICATE_DEF,27583,26019,,,,
8522,42804,SUBJECT,27583,25063,,,,
8523,42803,PREDICATE,27583,23685,,,,
8524,42810,PREDICATE_DEF,27584,26020,,,,
8525,42809,SUBJECT,27584,25453,,,,
8526,42808,PREDICATE,27584,23766,,,,
8527,42814,PREDICATE_DEF,27585,26021,,,,
8528,42813,SUBJECT,27585,25453,,,,
8529,42812,PREDICATE,27585,23766,,,,
8530,42818,PREDICATE_DEF,27586,26022,,,,
8531,42817,SUBJECT,27586,25453,,,,
8532,42816,PREDICATE,27586,23766,,,,
8533,42822,PREDICATE_DEF,27587,26023,,,,
8534,42821,SUBJECT,27587,25453,,,,
8535,42820,PREDICATE,27587,23766,,,,
8536,42827,PREDICATE_DEF,27588,26021,,,,
8537,42826,SUBJECT,27588,25279,,,,
8538,42825,PREDICATE,27588,23766,,,,
8539,42831,PREDICATE_DEF,27589,26022,,,,
8540,42830,SUBJECT,27589,25279,,,,
8541,42829,PREDICATE,27589,23766,,,,
8542,42836,PREDICATE_DEF,27590,26020,,,,
8543,42835,SUBJECT,27590,25574,,,,
8544,42834,PREDICATE,27590,23766,,,,
8545,42840,PREDICATE_DEF,27591,26021,,,,
8546,42839,SUBJECT,27591,25574,,,,
8547,42838,PREDICATE,27591,23766,,,,
8548,42844,PREDICATE_DEF,27592,26022,,,,
8549,42843,SUBJECT,27592,25574,,,,
8550,42842,PREDICATE,27592,23766,,,,
8551,42848,PREDICATE_DEF,27593,26023,,,,
8552,42847,SUBJECT,27593,25574,,,,
8553,42846,PREDICATE,27593,23766,,,,
8554,42853,PREDICATE_DEF,27594,26024,,,,
8555,42852,SUBJECT,27594,25349,,,,
8556,42851,PREDICATE,27594,23686,,,,
8557,42858,PREDICATE_DEF,27595,26024,,,,
8558,42857,SUBJECT,27595,25505,,,,
8559,42856,PREDICATE,27595,23686,,,,
8560,42863,PREDICATE_DEF,27596,26026,,,,
8561,42862,SUBJECT,27596,25596,,,,
8562,42861,PREDICATE,27596,23687,,,,
8563,42868,PREDICATE_DEF,27597,26026,,,,
8564,42867,SUBJECT,27597,25441,,,,
8565,42866,PREDICATE,27597,23687,,,,
8566,42873,PREDICATE_DEF,27598,26027,,,,
8567,42872,SUBJECT,27598,25349,,,,
8568,42871,PREDICATE,27598,23767,,,,
8569,42878,PREDICATE_DEF,27599,25894,,,,
8570,42877,SUBJECT,27599,25330,,,,
8571,42876,PREDICATE,27599,23658,,,,
8572,42882,PREDICATE_DEF,27600,25895,,,,
8573,42881,SUBJECT,27600,25330,,,,
8574,42880,PREDICATE,27600,23658,,,,
8575,42887,PREDICATE_DEF,27601,25894,,,,
8576,42886,SUBJECT,27601,25509,,,,
8577,42885,PREDICATE,27601,23658,,,,
8578,42891,PREDICATE_DEF,27602,25895,,,,
8579,42890,SUBJECT,27602,25509,,,,
8580,42889,PREDICATE,27602,23658,,,,
8581,42896,PREDICATE_DEF,27603,26028,,,,
8582,42895,SUBJECT,27603,25062,,,,
8583,42894,PREDICATE,27603,23688,,,,
8584,42901,PREDICATE_DEF,27604,26028,,,,
8585,42900,SUBJECT,27604,25107,,,,
8586,42899,PREDICATE,27604,23688,,,,
8587,42906,PREDICATE_DEF,27605,26028,,,,
8588,42905,SUBJECT,27605,25108,,,,
8589,42904,PREDICATE,27605,23688,,,,
8590,42911,PREDICATE_DEF,27606,26028,,,,
8591,42910,SUBJECT,27606,25223,,,,
8592,42909,PREDICATE,27606,23688,,,,
8593,42916,PREDICATE_DEF,27607,26028,,,,
8594,42915,SUBJECT,27607,25564,,,,
8595,42914,PREDICATE,27607,23688,,,,
8596,42921,PREDICATE_DEF,27608,26028,,,,
8597,42920,SUBJECT,27608,25543,,,,
8598,42919,PREDICATE,27608,23688,,,,
8599,42926,PREDICATE_DEF,27609,26028,,,,
8600,42925,SUBJECT,27609,25324,,,,
8601,42924,PREDICATE,27609,23688,,,,
8602,42931,PREDICATE_DEF,27610,26028,,,,
8603,42930,SUBJECT,27610,25388,,,,
8604,42929,PREDICATE,27610,23688,,,,
8605,42936,PREDICATE_DEF,27611,26028,,,,
8606,42935,SUBJECT,27611,25091,,,,
8607,42934,PREDICATE,27611,23688,,,,
8608,42941,PREDICATE_DEF,27612,26028,,,,
8609,42940,SUBJECT,27612,25563,,,,
8610,42939,PREDICATE,27612,23688,,,,
8611,42946,PREDICATE_DEF,27613,26029,,,,
8612,42945,SUBJECT,27613,25234,,,,
8613,42944,PREDICATE,27613,23689,,,,
8614,42951,PREDICATE_DEF,27614,26029,,,,
8615,42950,SUBJECT,27614,25126,,,,
8616,42949,PREDICATE,27614,23689,,,,
8617,42956,PREDICATE_DEF,27615,26030,,,,
8618,42955,SUBJECT,27615,25425,,,,
8619,42954,PREDICATE,27615,23768,,,,
8620,42961,PREDICATE_DEF,27616,26030,,,,
8621,42960,SUBJECT,27616,25790,,,,
8622,42959,PREDICATE,27616,23768,,,,
8623,42966,PREDICATE_DEF,27617,26033,,,,
8624,42965,SUBJECT,27617,25374,,,,
8625,42964,PREDICATE,27617,23769,,,,
8626,42971,PREDICATE_DEF,27618,26033,,,,
8627,42970,SUBJECT,27618,25522,,,,
8628,42969,PREDICATE,27618,23769,,,,
8629,42974,SUBJECT,27619,23770,,,,
8630,42973,PREDICATE,27619,23814,,,,
8631,42977,SUBJECT,27620,23770,,,,
8632,42976,PREDICATE,27620,23783,,,,
8633,42982,PREDICATE_DEF,27621,26034,,,,
8634,42981,SUBJECT,27621,25529,,,,
8635,42980,PREDICATE,27621,23770,,,,
8636,42987,PREDICATE_DEF,27622,26035,,,,
8637,42986,SUBJECT,27622,25245,,,,
8638,42985,PREDICATE,27622,23770,,,,
8639,42992,PREDICATE_DEF,27623,26035,,,,
8640,42991,SUBJECT,27623,25244,,,,
8641,42990,PREDICATE,27623,23770,,,,
8642,42997,PREDICATE_DEF,27624,26034,,,,
8643,42996,SUBJECT,27624,25445,,,,
8644,42995,PREDICATE,27624,23770,,,,
8645,43002,PREDICATE_DEF,27625,26034,,,,
8646,43001,SUBJECT,27625,25508,,,,
8647,43000,PREDICATE,27625,23770,,,,
8648,43006,PREDICATE_DEF,27626,26035,,,,
8649,43005,SUBJECT,27626,25508,,,,
8650,43004,PREDICATE,27626,23770,,,,
8651,43011,PREDICATE_DEF,27627,26034,,,,
8652,43010,SUBJECT,27627,25517,,,,
8653,43009,PREDICATE,27627,23770,,,,
8654,43015,PREDICATE_DEF,27628,26035,,,,
8655,43014,SUBJECT,27628,25517,,,,
8656,43013,PREDICATE,27628,23770,,,,
8657,43020,PREDICATE_DEF,27629,26034,,,,
8658,43019,SUBJECT,27629,25593,,,,
8659,43018,PREDICATE,27629,23770,,,,
8660,43024,PREDICATE_DEF,27630,26035,,,,
8661,43023,SUBJECT,27630,25593,,,,
8662,43022,PREDICATE,27630,23770,,,,
8663,43029,PREDICATE_DEF,27631,26037,,,,
8664,43028,SUBJECT,27631,25349,,,,
8665,43027,PREDICATE,27631,23692,,,,
8666,43033,PREDICATE_DEF,27632,26038,,,,
8667,43032,SUBJECT,27632,25349,,,,
8668,43031,PREDICATE,27632,23692,,,,
8669,43038,PREDICATE_DEF,27633,26037,,,,
8670,43037,SUBJECT,27633,25430,,,,
8671,43036,PREDICATE,27633,23692,,,,
8672,43043,PREDICATE_DEF,27634,26037,,,,
8673,43042,SUBJECT,27634,25351,,,,
8674,43041,PREDICATE,27634,23692,,,,
8675,43047,PREDICATE_DEF,27635,26038,,,,
8676,43046,SUBJECT,27635,25351,,,,
8677,43045,PREDICATE,27635,23692,,,,
8678,43052,PREDICATE_DEF,27636,26041,,,,
8679,43051,SUBJECT,27636,25520,,,,
8680,43050,PREDICATE,27636,23693,,,,
8681,43057,PREDICATE_DEF,27637,26042,,,,
8682,43056,SUBJECT,27637,25258,,,,
8683,43055,PREDICATE,27637,23693,,,,
8684,43062,PREDICATE_DEF,27638,26042,,,,
8685,43061,SUBJECT,27638,25499,,,,
8686,43060,PREDICATE,27638,23693,,,,
8687,43067,PREDICATE_DEF,27639,26041,,,,
8688,43066,SUBJECT,27639,25521,,,,
8689,43065,PREDICATE,27639,23693,,,,
8690,43072,PREDICATE_DEF,27640,26041,,,,
8691,43071,SUBJECT,27640,25255,,,,
8692,43070,PREDICATE,27640,23693,,,,
8693,43077,PREDICATE_DEF,27641,26043,,,,
8694,43076,SUBJECT,27641,25390,,,,
8695,43075,PREDICATE,27641,23772,,,,
8696,43082,PREDICATE_DEF,27642,26043,,,,
8697,43081,SUBJECT,27642,25517,,,,
8698,43080,PREDICATE,27642,23772,,,,
8699,43087,PREDICATE_DEF,27643,26045,,,,
8700,43086,SUBJECT,27643,25152,,,,
8701,43085,PREDICATE,27643,23696,,,,
8702,43092,PREDICATE_DEF,27644,26044,,,,
8703,43091,SUBJECT,27644,25230,,,,
8704,43090,PREDICATE,27644,23696,,,,
8705,43097,PREDICATE_DEF,27645,26044,,,,
8706,43096,SUBJECT,27645,25517,,,,
8707,43095,PREDICATE,27645,23696,,,,
8708,43101,PREDICATE_DEF,27646,26045,,,,
8709,43100,SUBJECT,27646,25517,,,,
8710,43099,PREDICATE,27646,23696,,,,
8711,43106,PREDICATE_DEF,27647,26046,,,,
8712,43105,SUBJECT,27647,25601,,,,
8713,43104,PREDICATE,27647,23773,,,,
8714,43111,PREDICATE_DEF,27648,25881,,,,
8715,43110,SUBJECT,27648,25293,,,,
8716,43109,PREDICATE,27648,23773,,,,
8717,43116,PREDICATE_DEF,27649,26047,,,,
8718,43115,SUBJECT,27649,25351,,,,
8719,43114,PREDICATE,27649,23697,,,,
8720,43121,PREDICATE_DEF,27650,26048,,,,
8721,43120,SUBJECT,27650,25349,,,,
8722,43119,PREDICATE,27650,23697,,,,
8723,43126,PREDICATE_DEF,27651,26049,,,,
8724,43125,SUBJECT,27651,25416,,,,
8725,43124,PREDICATE,27651,23774,,,,
8726,43131,PREDICATE_DEF,27652,26049,,,,
8727,43130,SUBJECT,27652,25135,,,,
8728,43129,PREDICATE,27652,23774,,,,
8729,43136,PREDICATE_DEF,27653,26049,,,,
8730,43135,SUBJECT,27653,25319,,,,
8731,43134,PREDICATE,27653,23774,,,,
8732,43141,PREDICATE_DEF,27654,26050,,,,
8733,43140,SUBJECT,27654,25603,,,,
8734,43139,PREDICATE,27654,23775,,,,
8735,43146,PREDICATE_DEF,27655,26050,,,,
8736,43145,SUBJECT,27655,25366,,,,
8737,43144,PREDICATE,27655,23775,,,,
8738,43151,PREDICATE_DEF,27656,26050,,,,
8739,43150,SUBJECT,27656,25504,,,,
8740,43149,PREDICATE,27656,23775,,,,
8741,43156,PREDICATE_DEF,27657,26050,,,,
8742,43155,SUBJECT,27657,25580,,,,
8743,43154,PREDICATE,27657,23775,,,,
8744,43161,PREDICATE_DEF,27658,26053,,,,
8745,43160,SUBJECT,27658,25155,,,,
8746,43159,PREDICATE,27658,23698,,,,
8747,43166,PREDICATE_DEF,27659,26051,,,,
8748,43165,SUBJECT,27659,25280,,,,
8749,43164,PREDICATE,27659,23698,,,,
8750,43171,PREDICATE_DEF,27660,26052,,,,
8751,43170,SUBJECT,27660,25351,,,,
8752,43169,PREDICATE,27660,23698,,,,
8753,43176,PREDICATE_DEF,27661,26055,,,,
8754,43175,SUBJECT,27661,25153,,,,
8755,43174,PREDICATE,27661,23699,,,,
8756,43181,PREDICATE_DEF,27662,26054,,,,
8757,43180,SUBJECT,27662,25341,,,,
8758,43179,PREDICATE,27662,23699,,,,
8759,43186,PREDICATE_DEF,27664,26056,,,,
8760,43185,SUBJECT,27664,25517,,,,
8761,43184,PREDICATE,27664,23776,,,,
8762,43191,PREDICATE_DEF,27665,26056,,,,
8763,43190,SUBJECT,27665,25593,,,,
8764,43189,PREDICATE,27665,23776,,,,
8765,43196,PREDICATE_DEF,27666,26056,,,,
