,reln_id,reln_type,startNode,endNode,reln_prop_id,reln_contrast_id,reln_task_id,reln_disorder
2726,42241,PARTOF,23907,23906,,,,
2727,41141,HASCONTRAST,23907,26397,,,,
2728,41140,HASCONTRAST,23907,26396,,,,
2729,40299,HASCONDITION,23907,24728,,,,
2730,40298,HASCONDITION,23907,24727,,,,
2731,40297,HASCONDITION,23907,24726,,,,
2732,40296,HASCONDITION,23907,24725,,,,
2733,70449,HASCITATION,23908,31104,,,,
2734,69536,HASINDICATOR,23908,30251,ind_5016d672099c4,,,
2735,42244,PARTOF,23908,23818,,,,
2736,41155,HASCONTRAST,23908,26411,,,,
2737,40317,HASCONDITION,23908,24746,,,,
2738,40316,HASCONDITION,23908,24745,,,,
2739,70287,HASCITATION,23909,30940,,,,
2740,70286,HASCITATION,23909,30939,,,,
2741,70285,HASCITATION,23909,30938,,,,
2742,70284,HASCITATION,23909,30937,,,,
2743,70283,HASCITATION,23909,30936,,,,
2744,70282,HASCITATION,23909,30935,,,,
2745,70281,HASCITATION,23909,30934,,,,
2746,70280,HASCITATION,23909,30933,,,,
2747,53861,HASINDICATOR,23909,30231,ind_4e31e4953cd2d,,,
2748,44861,ASSERTS,23909,25622,,,,
2749,41084,HASCONTRAST,23909,26340,,,,
2750,40159,HASCONDITION,23909,24582,,,,
2751,70279,HASCITATION,23912,30932,,,,
2752,70278,HASCITATION,23912,30931,,,,
2753,44862,ASSERTS,23912,25622,,,,
2754,41085,HASCONTRAST,23912,26341,,,,
2755,40160,HASCONDITION,23912,24583,,,,
2756,69516,HASINDICATOR,23913,30089,ind_50070c5d5af74,,,
2757,45907,ASSERTS,23913,25098,,,,
2758,45897,ASSERTS,23913,25656,,,,
2759,41138,HASCONTRAST,23913,26394,,,,
2760,41136,HASCONTRAST,23913,26392,,,,
2761,40292,HASCONDITION,23913,24721,,,,
2762,40291,HASCONDITION,23913,24720,,,,
2763,40290,HASCONDITION,23913,24719,,,,
2764,53865,HASINDICATOR,23914,30286,ind_4e55275f205ac,,,
2765,45291,ASSERTS,23914,25599,,,,
2766,41092,HASCONTRAST,23914,26348,,,,
2767,40177,HASCONDITION,23914,24600,,,,
2768,40176,HASCONDITION,23914,24599,,,,
2769,69495,HASINDICATOR,23915,30125,ind_4e6a354fb7b07,,,
2770,45325,ASSERTS,23915,25627,,,,
2771,45324,ASSERTS,23915,25628,,,,
2772,41108,HASCONTRAST,23915,26364,,,,
2773,40204,HASCONDITION,23915,24627,,,,
2774,40203,HASCONDITION,23915,24626,,,,
2775,70296,HASCITATION,23916,30953,,,,
2776,53868,HASINDICATOR,23916,30300,ind_4e5bbf91b07fd,,,
2777,53867,HASINDICATOR,23916,30233,ind_4e5bbf62c56c6,,,
2778,53866,HASINDICATOR,23916,30266,ind_4e5bbf3b54d74,,,
2779,45322,ASSERTS,23916,25626,,,,
2780,45295,ASSERTS,23916,25625,,,,
2781,41093,HASCONTRAST,23916,26349,,,,
2782,40179,HASCONDITION,23916,24602,,,,
2783,40178,HASCONDITION,23916,24601,,,,
2784,53869,HASINDICATOR,23917,30286,ind_4e5d08cc20c7f,,,
2785,45297,ASSERTS,23917,25599,,,,
2786,41094,HASCONTRAST,23917,26350,,,,
2787,40181,HASCONDITION,23917,24604,,,,
2788,40180,HASCONDITION,23917,24603,,,,
2789,70301,HASCITATION,23918,30958,,,,
2790,70298,HASCITATION,23918,30955,,,,
2791,53871,HASINDICATOR,23918,30204,ind_4e5e7cec49a69,,,
2792,53870,HASINDICATOR,23918,30205,ind_4e5e7cdd6588d,,,
2793,45320,ASSERTS,23918,25628,,,,
2794,45316,ASSERTS,23918,25627,,,,
2795,41062,HASCONTRAST,23918,26318,,,,
2796,41061,HASCONTRAST,23918,26317,,,,
2797,40741,HASCONTRAST,23918,25996,,,,
2798,40740,HASCONTRAST,23918,25995,,,,
2799,40184,HASCONDITION,23918,24607,,,,
2800,40183,HASCONDITION,23918,24606,,,,
2801,40182,HASCONDITION,23918,24605,,,,
2802,40053,HASCONDITION,23918,24476,,,,
2803,40052,HASCONDITION,23918,24475,,,,
2804,70300,HASCITATION,23919,30957,,,,
2805,70299,HASCITATION,23919,30956,,,,
2806,53872,HASINDICATOR,23919,30284,ind_4e5fd01cdd57c,,,
2807,41099,HASCONTRAST,23919,26355,,,,
2808,41098,HASCONTRAST,23919,26354,,,,
2809,41097,HASCONTRAST,23919,26353,,,,
2810,41096,HASCONTRAST,23919,26352,,,,
2811,41095,HASCONTRAST,23919,26351,,,,
2812,40190,HASCONDITION,23919,24613,,,,
2813,40189,HASCONDITION,23919,24612,,,,
2814,40188,HASCONDITION,23919,24611,,,,
2815,40187,HASCONDITION,23919,24610,,,,
2816,40186,HASCONDITION,23919,24609,,,,
2817,40185,HASCONDITION,23919,24608,,,,
2818,69492,HASINDICATOR,23920,30223,ind_4e611394a7aed,,,
2819,53873,HASINDICATOR,23920,30204,ind_4e611373e5fb0,,,
2820,45309,ASSERTS,23920,25599,,,,
2821,41100,HASCONTRAST,23920,26356,,,,
2822,40192,HASCONDITION,23920,24615,,,,
2823,40191,HASCONDITION,23920,24614,,,,
2824,69493,HASINDICATOR,23921,30214,ind_4e612262eac39,,,
2825,45307,ASSERTS,23921,25599,,,,
2826,41101,HASCONTRAST,23921,26357,,,,
2827,40194,HASCONDITION,23921,24617,,,,
2828,40193,HASCONDITION,23921,24616,,,,
2829,41103,HASCONTRAST,23922,26359,,,,
2830,41102,HASCONTRAST,23922,26358,,,,
2831,40197,HASCONDITION,23922,24620,,,,
2832,40196,HASCONDITION,23922,24619,,,,
2833,40195,HASCONDITION,23922,24618,,,,
2834,45321,ASSERTS,23923,25599,,,,
2835,41106,HASCONTRAST,23923,26362,,,,
2836,41105,HASCONTRAST,23923,26361,,,,
2837,41104,HASCONTRAST,23923,26360,,,,
2838,40200,HASCONDITION,23923,24623,,,,
2839,40199,HASCONDITION,23923,24622,,,,
2840,40198,HASCONDITION,23923,24621,,,,
2841,69494,HASINDICATOR,23924,30285,ind_4e6a3043f1e23,,,
2842,45323,ASSERTS,23924,25599,,,,
2843,41107,HASCONTRAST,23924,26363,,,,
2844,40202,HASCONDITION,23924,24625,,,,
2845,40201,HASCONDITION,23924,24624,,,,
2846,69496,HASINDICATOR,23925,30285,ind_4e6a463cd199e,,,
2847,45326,ASSERTS,23925,25599,,,,
2848,41110,HASCONTRAST,23925,26366,,,,
2849,41109,HASCONTRAST,23925,26365,,,,
2850,40207,HASCONDITION,23925,24630,,,,
2851,40206,HASCONDITION,23925,24629,,,,
2852,40205,HASCONDITION,23925,24628,,,,
2853,69499,HASINDICATOR,23926,30251,ind_4e8a0f7b0bcaa,,,
2854,69498,HASINDICATOR,23926,30089,ind_4e8a0f3666e42,,,
2855,45344,ASSERTS,23926,25367,,,,
2856,40209,HASCONDITION,23926,24632,,,,
2857,40208,HASCONDITION,23926,24631,,,,
2858,70727,HASCITATION,23927,31368,,,,
2859,69701,HASEXTERNALDATASET,23927,30322,,,,
2860,49368,ASSERTS,23927,25787,,,,
2861,49363,ASSERTS,23927,25235,,,,
2862,49358,ASSERTS,23927,25810,,,,
2863,49353,ASSERTS,23927,25143,,,,
2864,49348,ASSERTS,23927,25790,,,,
2865,49343,ASSERTS,23927,25425,,,,
2866,49338,ASSERTS,23927,25803,,,,
2867,41782,HASCONTRAST,23927,27042,,,,
2868,41115,HASCONTRAST,23927,26371,,,,
2869,40242,HASCONDITION,23927,24665,,,,
2870,40210,HASCONDITION,23927,24633,,,,
2871,41116,HASCONTRAST,23928,26372,,,,
2872,40461,HASCONDITION,23928,24899,,,,
2873,40460,HASCONDITION,23928,24898,,,,
2874,40211,HASCONDITION,23928,24634,,,,
2875,70485,HASCITATION,23929,31140,,,,
2876,70310,HASCITATION,23929,30967,,,,
2877,70309,HASCITATION,23929,30966,,,,
2878,45357,ASSERTS,23929,25319,,,,
2879,41180,HASCONTRAST,23929,26436,,,,
2880,49665,ASSERTS,23930,25804,,,,
2881,49660,ASSERTS,23930,25841,,,,
2882,49658,ASSERTS,23930,25517,,,,
2883,49654,ASSERTS,23930,25842,,,,
2884,49649,ASSERTS,23930,25763,,,,
2885,49640,ASSERTS,23930,25425,,,,
2886,41117,HASCONTRAST,23930,26373,,,,
2887,41043,HASCONTRAST,23930,26299,,,,
2888,40226,HASCONDITION,23930,24649,,,,
2889,40212,HASCONDITION,23930,24635,,,,
2890,70737,HASCITATION,23931,31372,,,,
2891,70734,HASCITATION,23931,31371,,,,
2892,69713,HASEXTERNALDATASET,23931,30334,,,,
2893,69708,HASEXTERNALDATASET,23931,30329,,,,
2894,49714,ASSERTS,23931,25851,,,,
2895,49709,ASSERTS,23931,25777,,,,
2896,49704,ASSERTS,23931,25787,,,,
2897,49699,ASSERTS,23931,25783,,,,
2898,49694,ASSERTS,23931,25143,,,,
2899,49689,ASSERTS,23931,25790,,,,
2900,49684,ASSERTS,23931,25425,,,,
2901,49679,ASSERTS,23931,25810,,,,
2902,49674,ASSERTS,23931,25803,,,,
2903,41120,HASCONTRAST,23931,26376,,,,
2904,41037,HASCONTRAST,23931,26293,,,,
2905,40477,HASCONDITION,23931,24915,,,,
2906,40476,HASCONDITION,23931,24914,,,,
2907,40227,HASCONDITION,23931,24650,,,,
2908,40213,HASCONDITION,23931,24636,,,,
2909,70735,HASCITATION,23932,31371,,,,
2910,69709,HASEXTERNALDATASET,23932,30330,,,,
2911,49631,ASSERTS,23932,25763,,,,
2912,49626,ASSERTS,23932,25777,,,,
2913,49621,ASSERTS,23932,25787,,,,
2914,49616,ASSERTS,23932,25783,,,,
2915,49611,ASSERTS,23932,25143,,,,
2916,49606,ASSERTS,23932,25790,,,,
2917,49601,ASSERTS,23932,25810,,,,
2918,49596,ASSERTS,23932,25803,,,,
2919,49591,ASSERTS,23932,25605,,,,
2920,49586,ASSERTS,23932,25517,,,,
2921,49581,ASSERTS,23932,25804,,,,
2922,49576,ASSERTS,23932,25425,,,,
2923,49056,ASSERTS,23932,25854,,,,
2924,41119,HASCONTRAST,23932,26375,,,,
2925,41118,HASCONTRAST,23932,26374,,,,
2926,40215,HASCONDITION,23932,24638,,,,
2927,40214,HASCONDITION,23932,24637,,,,
2928,70728,HASCITATION,23933,31368,,,,
2929,69702,HASEXTERNALDATASET,23933,30323,,,,
2930,49393,ASSERTS,23933,25143,,,,
2931,49388,ASSERTS,23933,25425,,,,
2932,49383,ASSERTS,23933,25790,,,,
2933,49378,ASSERTS,23933,25803,,,,
2934,49373,ASSERTS,23933,25765,,,,
2935,41825,HASCONTRAST,23933,27085,,,,
2936,41824,HASCONTRAST,23933,27084,,,,
2937,41121,HASCONTRAST,23933,26377,,,,
2938,41033,HASCONTRAST,23933,26289,,,,
2939,40475,HASCONDITION,23933,24913,,,,
2940,40263,HASCONDITION,23933,24686,,,,
2941,40262,HASCONDITION,23933,24685,,,,
2942,40230,HASCONDITION,23933,24653,,,,
2943,40229,HASCONDITION,23933,24652,,,,
2944,40228,HASCONDITION,23933,24651,,,,
2945,40219,HASCONDITION,23933,24642,,,,
2946,40218,HASCONDITION,23933,24641,,,,
2947,69712,HASEXTERNALDATASET,23934,30333,,,,
2948,49567,ASSERTS,23934,25361,,,,
2949,49562,ASSERTS,23934,25790,,,,
2950,49557,ASSERTS,23934,25425,,,,
2951,49552,ASSERTS,23934,25794,,,,
2952,49547,ASSERTS,23934,25810,,,,
2953,45385,KINDOF,23934,23951,,,,
2954,41823,HASCONTRAST,23934,27083,,,,
2955,41822,HASCONTRAST,23934,27082,,,,
2956,41821,HASCONTRAST,23934,27081,,,,
2957,41820,HASCONTRAST,23934,27080,,,,
2958,41819,HASCONTRAST,23934,27079,,,,
2959,41818,HASCONTRAST,23934,27078,,,,
2960,41817,HASCONTRAST,23934,27077,,,,
2961,41816,HASCONTRAST,23934,27076,,,,
2962,41815,HASCONTRAST,23934,27075,,,,
2963,41814,HASCONTRAST,23934,27074,,,,
2964,41813,HASCONTRAST,23934,27073,,,,
2965,41812,HASCONTRAST,23934,27072,,,,
2966,41811,HASCONTRAST,23934,27071,,,,
2967,41810,HASCONTRAST,23934,27070,,,,
2968,41809,HASCONTRAST,23934,27069,,,,
2969,41808,HASCONTRAST,23934,27068,,,,
2970,41807,HASCONTRAST,23934,27067,,,,
2971,41806,HASCONTRAST,23934,27066,,,,
2972,41172,HASCONTRAST,23934,26428,,,,
2973,40268,HASCONDITION,23934,24691,,,,
2974,40267,HASCONDITION,23934,24690,,,,
2975,40266,HASCONDITION,23934,24689,,,,
2976,40265,HASCONDITION,23934,24688,,,,
2977,40264,HASCONDITION,23934,24687,,,,
2978,40261,HASCONDITION,23934,24684,,,,
2979,40260,HASCONDITION,23934,24683,,,,
2980,40249,HASCONDITION,23934,24672,,,,
2981,40248,HASCONDITION,23934,24671,,,,
2982,40247,HASCONDITION,23934,24670,,,,
2983,40246,HASCONDITION,23934,24669,,,,
2984,40245,HASCONDITION,23934,24668,,,,
2985,40244,HASCONDITION,23934,24667,,,,
2986,40243,HASCONDITION,23934,24666,,,,
2987,40232,HASCONDITION,23934,24655,,,,
2988,40231,HASCONDITION,23934,24654,,,,
2989,70752,HASCITATION,23936,31383,,,,
2990,70743,HASCITATION,23936,31378,,,,
2991,70742,HASCITATION,23936,31377,,,,
2992,70741,HASCITATION,23936,31376,,,,
2993,69721,HASEXTERNALDATASET,23936,30342,,,,
2994,69717,HASEXTERNALDATASET,23936,30338,,,,
2995,50136,ASSERTS,23936,25830,,,,
2996,49864,ASSERTS,23936,25605,,,,
2997,49854,ASSERTS,23936,25790,,,,
2998,49849,ASSERTS,23936,25425,,,,
2999,49844,ASSERTS,23936,25504,,,,
3000,41894,HASCONTRAST,23936,27154,,,,
3001,41893,HASCONTRAST,23936,27153,,,,
3002,41892,HASCONTRAST,23936,27152,,,,
3003,41891,HASCONTRAST,23936,27151,,,,
3004,41890,HASCONTRAST,23936,27150,,,,
3005,41889,HASCONTRAST,23936,27149,,,,
3006,41888,HASCONTRAST,23936,27148,,,,
3007,41887,HASCONTRAST,23936,27147,,,,
3008,41886,HASCONTRAST,23936,27146,,,,
3009,41885,HASCONTRAST,23936,27145,,,,
3010,41884,HASCONTRAST,23936,27144,,,,
3011,41883,HASCONTRAST,23936,27143,,,,
3012,41882,HASCONTRAST,23936,27142,,,,
3013,41881,HASCONTRAST,23936,27141,,,,
3014,41869,HASCONTRAST,23936,27129,,,,
3015,40483,HASCONDITION,23936,24921,,,,
3016,40482,HASCONDITION,23936,24920,,,,
3017,40259,HASCONDITION,23936,24682,,,,
3018,40258,HASCONDITION,23936,24681,,,,
3019,40257,HASCONDITION,23936,24680,,,,
3020,40256,HASCONDITION,23936,24679,,,,
3021,40255,HASCONDITION,23936,24678,,,,
3022,40254,HASCONDITION,23936,24677,,,,
3023,40241,HASCONDITION,23936,24664,,,,
3024,40238,HASCONDITION,23936,24661,,,,
3025,40237,HASCONDITION,23936,24660,,,,
3026,70753,HASCITATION,23937,31383,,,,
3027,69720,HASEXTERNALDATASET,23937,30341,,,,
3028,49473,ASSERTS,23937,25850,,,,
3029,49468,ASSERTS,23937,25796,,,,
3030,49463,ASSERTS,23937,25779,,,,
3031,49458,ASSERTS,23937,25504,,,,
3032,49453,ASSERTS,23937,25781,,,,
3033,49448,ASSERTS,23937,25806,,,,
3034,49443,ASSERTS,23937,25605,,,,
3035,49438,ASSERTS,23937,25811,,,,
3036,49433,ASSERTS,23937,25810,,,,
3037,41789,HASCONTRAST,23937,27049,,,,
3038,41788,HASCONTRAST,23937,27048,,,,
3039,41787,HASCONTRAST,23937,27047,,,,
3040,41786,HASCONTRAST,23937,27046,,,,
3041,41785,HASCONTRAST,23937,27045,,,,
3042,41784,HASCONTRAST,23937,27044,,,,
3043,40240,HASCONDITION,23937,24663,,,,
3044,40239,HASCONDITION,23937,24662,,,,
3045,48457,PARTOF,23940,24213,,,,
3046,45802,ASSERTS,23942,25117,,,,
3047,41124,HASCONTRAST,23942,26380,,,,
3048,48189,ASSERTS,23947,25505,,,,
3049,48198,ASSERTS,23948,25117,,,,
3050,42023,HASCONTRAST,23948,27283,,,,
3051,45815,ASSERTS,23950,25586,,,,
3052,70481,HASCITATION,23951,31136,,,,
3053,70884,HASCITATION,23952,31507,,,,
3054,48369,ASSERTS,23952,25318,,,,
3055,42035,HASCONTRAST,23952,27295,,,,
3056,48069,ASSERTS,23954,25723,,,,
3057,70488,HASCITATION,23957,31143,,,,
3058,70487,HASCITATION,23957,31142,,,,
3059,70486,HASCITATION,23957,31141,,,,
3060,69550,HASINDICATOR,23957,30089,ind_5021a77527d34,,,
3061,46073,ASSERTS,23957,25330,,,,
3062,41182,HASCONTRAST,23957,26438,,,,
3063,70634,HASCITATION,23958,31291,,,,
3064,70633,HASCITATION,23958,31290,,,,
3065,70632,HASCITATION,23958,31289,,,,
3066,69623,HASINDICATOR,23958,30251,ind_50f8446942a49,,,
3067,69622,HASINDICATOR,23958,30123,ind_50f844628704a,,,
3068,69621,HASINDICATOR,23958,30294,ind_50f844596a228,,,
3069,51028,INBATTERY,23958,29758,,,,
3070,46567,ASSERTS,23958,25522,,,,
3071,41279,HASCONTRAST,23958,26539,,,,
3072,41278,HASCONTRAST,23958,26538,,,,
3073,70920,HASCITATION,23959,31529,,,,
3074,69750,HASEXTERNALDATASET,23959,30371,,,,
3075,70425,HASCITATION,23965,31081,,,,
3076,69689,HASINDICATOR,23966,30089,ind_5798d45aa019a,,,
3077,50879,KINDOF,23966,23686,,,,
3078,42077,HASCONTRAST,23966,27353,,,,
3079,70463,HASCITATION,23969,31118,,,,
3080,70462,HASCITATION,23969,31117,,,,
3081,70448,HASCITATION,23970,31103,,,,
3082,71343,HASIMPLEMENTATION,23972,44639,,,,
3083,46787,ASSERTS,23972,25350,,,,
3084,70412,HASCITATION,23973,31068,,,,
3085,71345,HASIMPLEMENTATION,23974,44640,,,,
3086,70378,HASCITATION,23974,31035,,,,
3087,69504,HASINDICATOR,23974,30251,ind_500462894e52e,,,
3088,49017,ASSERTS,23974,25788,,,,
3089,46063,ASSERTS,23974,25663,,,,
3090,41179,HASCONTRAST,23974,26435,,,,
3091,41178,HASCONTRAST,23974,26434,,,,
3092,70465,HASCITATION,23975,31120,,,,
3093,70464,HASCITATION,23975,31119,,,,
3094,70460,HASCITATION,23977,31115,,,,
3095,70444,HASCITATION,23978,31099,,,,
3096,70405,HASCITATION,23979,31060,,,,
3097,69528,HASINDICATOR,23979,30120,ind_500746b74a72f,,,
3098,69527,HASINDICATOR,23979,30207,ind_500746b009e6b,,,
3099,41150,HASCONTRAST,23979,26406,,,,
3100,70385,HASCITATION,23980,30453,,,,
3101,69512,HASINDICATOR,23980,30134,ind_5005c9c00a97c,,,
3102,69506,HASINDICATOR,23980,30210,ind_500480ef183d0,,,
3103,45868,ASSERTS,23980,25203,,,,
3104,41132,HASCONTRAST,23980,26388,,,,
3105,41131,HASCONTRAST,23980,26387,,,,
3106,41130,HASCONTRAST,23980,26386,,,,
3107,70459,HASCITATION,23981,31114,,,,
3108,70458,HASCITATION,23981,31113,,,,
3109,70477,HASCITATION,23983,31131,,,,
3110,70408,HASCITATION,23984,31064,,,,
3111,70439,HASCITATION,23985,31094,,,,
3112,70438,HASCITATION,23985,31093,,,,
3113,70404,HASCITATION,23986,31059,,,,
3114,70403,HASCITATION,23986,31058,,,,
3115,70402,HASCITATION,23986,31057,,,,
3116,69526,HASINDICATOR,23986,30251,ind_5007422dd634d,,,
3117,45936,ASSERTS,23986,25349,,,,
3118,41149,HASCONTRAST,23986,26405,,,,
3119,41148,HASCONTRAST,23986,26404,,,,
3120,41147,HASCONTRAST,23986,26403,,,,
3121,41146,HASCONTRAST,23986,26402,,,,
3122,41145,HASCONTRAST,23986,26401,,,,
3123,70414,HASCITATION,23987,31070,,,,
3124,70413,HASCITATION,23987,31069,,,,
3125,70401,HASCITATION,23989,31056,,,,
3126,70400,HASCITATION,23989,31055,,,,
3127,69525,HASINDICATOR,23989,30089,ind_500735b344a25,,,
3128,46058,ASSERTS,23989,25662,,,,
3129,41176,HASCONTRAST,23989,26432,,,,
3130,70780,HASCITATION,23990,31406,,,,
3131,70779,HASCITATION,23990,31405,,,,
3132,70778,HASCITATION,23990,31404,,,,
3133,69503,HASINDICATOR,23990,30089,ind_4ffcb55c0a3bc,,,
3134,69502,HASINDICATOR,23990,30251,ind_4ffcb3b3674f9,,,
3135,48268,ASSERTS,23990,25098,,,,
3136,45788,ASSERTS,23990,25647,,,,
3137,45786,ASSERTS,23990,25654,,,,
3138,42013,HASCONTRAST,23990,27273,,,,
3139,40619,HASCONTRAST,23990,25874,,,,
3140,40618,HASCONTRAST,23990,25873,,,,
3141,70931,HASCITATION,23991,31516,,,,
3142,70930,HASCITATION,23991,30564,,,,
3143,70929,HASCITATION,23991,30417,,,,
3144,69676,HASINDICATOR,23991,30251,ind_5542841f61275,,,
3145,69675,HASINDICATOR,23991,30089,ind_5542841f56fd6,,,
3146,48587,KINDOF,23991,23654,,,,
3147,48586,ASSERTS,23991,25203,,,,
3148,48577,ASSERTS,23991,25424,,,,
3149,48572,KINDOF,23991,23818,,,,
3150,42009,HASCONTRAST,23991,27269,,,,
3151,40535,HASCONDITION,23991,24973,,,,
3152,40534,HASCONDITION,23991,24972,,,,
3153,40533,HASCONDITION,23991,24971,,,,
3154,70421,HASCITATION,23993,31077,,,,
3155,70420,HASCITATION,23993,31076,,,,
3156,70419,HASCITATION,23993,31075,,,,
3157,45959,ASSERTS,23993,25564,,,,
3158,41151,HASCONTRAST,23993,26407,,,,
3159,70447,HASCITATION,23994,31102,,,,
3160,69535,HASINDICATOR,23994,30089,ind_500f280363649,,,
3161,40315,HASCONDITION,23994,24744,,,,
3162,40314,HASCONDITION,23994,24743,,,,
3163,46788,PARTOF,23995,23817,,,,
3164,71355,HASIMPLEMENTATION,23996,44645,,,,
3165,70777,HASCITATION,23996,31403,,,,
3166,70776,HASCITATION,23996,31402,,,,
3167,69500,HASINDICATOR,23996,30180,ind_4fe8d80638991,,,
3168,48247,ASSERTS,23996,25098,,,,
3169,46751,ASSERTS,23996,25683,,,,
3170,45617,ASSERTS,23996,25457,,,,
3171,41123,HASCONTRAST,23996,26379,,,,
3172,70452,HASCITATION,23997,31107,,,,
3173,69541,HASINDICATOR,23997,30089,ind_5016edef62e70,,,
3174,41162,HASCONTRAST,23997,26418,,,,
3175,40323,HASCONDITION,23997,24752,,,,
3176,40322,HASCONDITION,23997,24751,,,,
3177,40321,HASCONDITION,23997,24750,,,,
3178,40320,HASCONDITION,23997,24749,,,,
3179,40319,HASCONDITION,23997,24748,,,,
3180,40318,HASCONDITION,23997,24747,,,,
3181,70437,HASCITATION,23998,31092,,,,
3182,69532,HASINDICATOR,23998,30251,ind_500eec4d53a1a,,,
3183,51109,INBATTERY,23998,29790,,,,
3184,48460,PARTOF,23998,24213,,,,
3185,70390,HASCITATION,23999,31046,,,,
3186,70389,HASCITATION,23999,31045,,,,
3187,69511,HASINDICATOR,23999,30089,ind_5005b26e825a1,,,
3188,69509,HASINDICATOR,23999,30251,ind_500499c4e4215,,,
3189,45888,ASSERTS,23999,25199,,,,
3190,45883,ASSERTS,23999,25507,,,,
3191,41127,HASCONTRAST,23999,26383,,,,
3192,41126,HASCONTRAST,23999,26382,,,,
3193,40279,HASCONDITION,23999,24708,,,,
3194,40278,HASCONDITION,23999,24707,,,,
3195,70368,HASCITATION,24001,31027,,,,
3196,70319,HASCITATION,24001,30977,,,,
3197,45823,ASSERTS,24001,25098,,,,
3198,45629,ASSERTS,24001,25330,,,,
3199,70427,HASCITATION,24003,31083,,,,
3200,70426,HASCITATION,24003,31082,,,,
3201,70480,HASCITATION,24004,31134,,,,
3202,70479,HASCITATION,24004,31133,,,,
3203,70333,HASCITATION,24004,30991,,,,
3204,41171,HASCONTRAST,24004,26427,,,,
3205,40330,HASCONDITION,24004,24759,,,,
3206,70909,HASCITATION,24005,31524,,,,
3207,70504,HASCITATION,24005,31154,,,,
3208,70455,HASCITATION,24005,31110,,,,
3209,69744,HASEXTERNALDATASET,24005,30365,,,,
3210,69542,HASINDICATOR,24005,30089,ind_501702c502417,,,
3211,50651,ASSERTS,24005,25857,,,,
3212,50131,ASSERTS,24005,25832,,,,
3213,50126,ASSERTS,24005,25833,,,,
3214,48538,KINDOF,24005,24247,,,,
3215,46230,ASSERTS,24005,25582,,,,
3216,41973,HASCONTRAST,24005,27233,,,,
3217,41972,HASCONTRAST,24005,27232,,,,
3218,41213,HASCONTRAST,24005,26469,,,,
3219,41163,HASCONTRAST,24005,26419,,,,
3220,40350,HASCONDITION,24005,24779,,,,
3221,40349,HASCONDITION,24005,24778,,,,
3222,48454,PARTOF,24006,24213,,,,
3223,70382,HASCITATION,24007,31039,,,,
3224,46374,ASSERTS,24007,25653,,,,
3225,44975,ASSERTS,24007,25125,,,,
3226,40934,HASCONTRAST,24007,26189,,,,
3227,71347,HASIMPLEMENTATION,24008,44641,,,,
3228,70431,HASCITATION,24008,31087,,,,
3229,69530,HASINDICATOR,24008,30089,ind_500ed54898058,,,
3230,69529,HASINDICATOR,24008,30251,ind_500ed3ead5dce,,,
3231,45964,ASSERTS,24008,25293,,,,
3232,41153,HASCONTRAST,24008,26409,,,,
3233,40307,HASCONDITION,24008,24736,,,,
3234,40306,HASCONDITION,24008,24735,,,,
3235,70381,HASCITATION,24009,31038,,,,
3236,46023,ASSERTS,24009,25444,,,,
3237,41170,HASCONTRAST,24009,26426,,,,
3238,45847,ASSERTS,24010,25098,,,,
3239,45742,ASSERTS,24010,25647,,,,
3240,70383,HASCITATION,24011,31040,,,,
3241,69505,HASINDICATOR,24011,30089,ind_50047d9c33925,,,
3242,45863,ASSERTS,24011,25409,,,,
3243,41133,HASCONTRAST,24011,26389,,,,
3244,40277,HASCONDITION,24011,24706,,,,
3245,40276,HASCONDITION,24011,24705,,,,
3246,70440,HASCITATION,24013,31095,,,,
3247,70384,HASCITATION,24014,31041,,,,
3248,48164,ASSERTS,24014,25505,,,,
3249,41173,HASCONTRAST,24014,26429,,,,
3250,40332,HASCONDITION,24014,24761,,,,
3251,40331,HASCONDITION,24014,24760,,,,
3252,70658,HASCITATION,24015,31315,,,,
3253,70657,HASCITATION,24015,31314,,,,
3254,70656,HASCITATION,24015,31313,,,,
3255,69633,HASINDICATOR,24015,30251,ind_50f864aa7dcce,,,
3256,51037,INBATTERY,24015,29758,,,,
3257,46600,ASSERTS,24015,25468,,,,
3258,41291,HASCONTRAST,24015,26551,,,,
3259,41290,HASCONTRAST,24015,26550,,,,
3260,70468,HASCITATION,24016,31123,,,,
3261,70467,HASCITATION,24016,31122,,,,
3262,70454,HASCITATION,24018,31109,,,,
3263,70453,HASCITATION,24018,31108,,,,
3264,70755,HASCITATION,24019,31385,,,,
3265,70407,HASCITATION,24019,31062,,,,
3266,70406,HASCITATION,24019,31061,,,,
3267,69723,HASEXTERNALDATASET,24019,30344,,,,
3268,69634,HASINDICATOR,24019,30083,ind_50f8718be86e7,,,
3269,49781,ASSERTS,24019,25488,,,,
3270,41836,HASCONTRAST,24019,27096,,,,
3271,41835,HASCONTRAST,24019,27095,,,,
3272,41834,HASCONTRAST,24019,27094,,,,
3273,41833,HASCONTRAST,24019,27093,,,,
3274,41832,HASCONTRAST,24019,27092,,,,
3275,41831,HASCONTRAST,24019,27091,,,,
3276,41830,HASCONTRAST,24019,27090,,,,
3277,41829,HASCONTRAST,24019,27089,,,,
3278,40414,HASCONDITION,24019,24848,,,,
3279,40413,HASCONDITION,24019,24847,,,,
3280,40412,HASCONDITION,24019,24846,,,,
3281,40411,HASCONDITION,24019,24845,,,,
3282,70466,HASCITATION,24020,31121,,,,
3283,69546,HASINDICATOR,24020,30251,ind_50183f044c823,,,
